Word,Pronounce
prohibit,[prəˈhɪb.ɪt]
provoke,[prəˈvəʊk]
punish,[ˈpʌn.ɪʃ]
reaction,[riˈæk.ʃən]
realize,[ˈrɪə.laɪz]
recognize,[ˈrek.əɡ.naɪz]
recollect,[ˌrek.əˈlekt]
reveal,[rɪˈviːl]
revenge,[rɪˈvendʒ]
revolt,[rɪˈvəʊlt]
specialize,[ˈspeʃ.əl.aɪz]
startle,[ˈstɑː.təl]
suppose,[səˈpəʊz]
surmise,[səˈmaɪz]
terrify,[ˈter.ə.faɪ]
truthful,[ˈtruːθ.fəl]
vex,[veks]
watchful,[ˈwɒtʃ.fəl]
abandon,[N/A]
abrupt,[əˈbrʌpt]
accomplish,[N/A]
accuracy,[ˈæk.jə.rə.si]
annexation,[N/A]
befall,[bɪˈfɔːl]
blast,[N/A]
blow,[bləʊ]
blunder,[ˈblʌn.dər]
bounce,[baʊns]
capture,[ˈkæp.tʃər]
carol,[ˈkær.əl]
cast,[kɑːst]
cease,[siːs]
chop,[tʃɒp]
clap,[klæp]
cling,[klɪŋ]
combine,[kəmˈbaɪn]
commemorate,[kəˈmem.ə.reɪt]
compare,[kəmˈpeər]
compel,[kəmˈpel]
compile,[kəmˈpaɪl]
completely,[kəmˈpliːt.li]
conduct,[kənˈdʌkt]
cope,[kəʊp]
decorate,[ˈdek.ə.reɪt]
defeat,[dɪˈfiːt]
demolish,[dɪˈmɒl.ɪʃ]
deplete,[dɪˈpliːt]
deprive,[dɪˈpraɪv]
detach,[dɪˈtætʃ]
detect,[dɪˈtekt]
devastate,[ˈdev.ə.steɪt]
display,[dɪˈspleɪ]
divide,[dɪˈvaɪd]
drop,[drɒp]
dump,[dʌmp]
dye,[daɪ]
eliminate,[iˈlɪm.ɪ.neɪt]
encircle,[ɪnˈsɜː.kəl]
enclose,[ɪnˈkləʊz]
erase,[ɪˈreɪz]
erect,[ɪˈrekt]
establish,[ɪˈstæb.lɪʃ]
exhibit,[ɪɡˈzɪb.ɪt]
extend,[ɪkˈstend]
extinguish,[ɪkˈstɪŋ.ɡwɪʃ]
feed,[fiːd]
fetch,[fetʃ]
fill,[fɪl]
fit,[fɪt]
fix,[fɪks]
fling,[flɪŋ]
flip,[flɪp]
float,[N/A]
foretell,[fɔːˈtel]
fortify,[N/A]
forward,[ˈfɔː.wəd]
found,[faʊnd]
fulfill,[fʊlˈfɪl]
furnish,[ˈfɜː.nɪʃ]
gain,[ɡeɪn]
grip,[N/A]
interlock,[ˌɪn.təˈlɒk]
puncture,[ˈpʌŋk.tʃər]
relish,[ˈrel.ɪʃ]
returnable,[rɪˈtɜː.nə.bəl]
rid,[rɪd]
scheme,[skiːm]
shave,[ʃeɪv]
trap,[træp]
whirl,[wɜːl]
account,[əˈkaʊnt]
grasp,[ɡrɑːsp]
halve,[hɑːv]
harass,[ˈhær.əs]
haul,[hɔːl]
heave,[hiːv]
hijack,[N/A]
hover,[N/A]
include,[N/A]
inscribe,[ɪnˈskraɪb]
inspect,[ɪnˈspekt]
insure,[ɪnˈʃɔːr]
interchange,[N/A]
invade,[ɪnˈveɪd]
kindle,[ˈkɪn.dəl]
leave,[liːv]
lessen,[N/A]
lift,[lɪft]
linger,[ˈlɪŋ.ɡər]
loosen,[ˈluː.sən]
magnify,[ˈmæɡ.nɪ.faɪ]
maintain,[meɪnˈteɪn]
mash,[mæʃ]
misfire,[ˌmɪsˈfaɪər]
misplace,[ˌmɪsˈpleɪs]
multiply,[ˈmʌl.tɪ.plaɪ]
obtain,[əbˈteɪn]
occupy,[ˈɒk.jə.paɪ]
outrun,[ˌaʊtˈrʌn]
outweigh,[ˌaʊtˈweɪ]
overlap,[ˌəʊ.vəˈlæp]
overturn,[ˌəʊ.vəˈtɜːn]
patch,[pætʃ]
pave,[peɪv]
peel,[piːl]
peep,[piːp]
penetrate,[ˈpen.ɪ.treɪt]
polish,[ˈpɒl.ɪʃ]
possess,[pəˈzes]
pour,[pɔːr]
preserve,[prɪˈzɜːv]
prevent,[prɪˈvent]
provide,[prəˈvaɪd]
raid,[reɪd]
raise,[reɪz]
range,[reɪndʒ]
reap,[riːp]
rebuild,[ˌriːˈbɪld]
append,[əˈpend]
arbitrary,[ˈɑː.bɪ.trər.i]
cause,[kɔːz]
distribute,[dɪˈstrɪb.juːt]
dysfunctional,[dɪsˈfʌŋk.ʃən.əl]
ease,[iːz]
expire,[ɪkˈspaɪər]
foresee,[fəˈsiː]
former,[ˈfɔː.mər]
overall,[ˌəʊ.vəˈrɔːl]
reform,[rɪˈfɔːm]
refresh,[rɪˈfreʃ]
regardless,[rɪˈɡɑːd.ləs]
reinforce,[ˌriː.ɪnˈfɔːs]
release,[rɪˈliːs]
remain,[rɪˈmeɪn]
renew,[rɪˈnjuː]
renovate,[ˈren.ə.veɪt]
replace,[rɪˈpleɪs]
represent,[ˌrep.rɪˈzent]
require,[rɪˈkwaɪər]
reserve,[rɪˈzɜːv]
restore,[rɪˈstɔːr]
retain,[rɪˈteɪn]
row,[rəʊ]
rush,[rʌʃ]
save,[seɪv]
scrub,[skrʌb]
seal,[siːl]
seize,[siːz]
separate,[ˈsep.ər.ət]
sew,[səʊ]
shield,[ʃiːld]
shift,[ʃɪft]
simplify,[N/A]
sip,[N/A]
slam,[slæm]
slice,[slaɪs]
snatch,[snætʃ]
soak,[səʊk]
sow,[səʊ]
spank,[spæŋk]
splash,[splæʃ]
split,[splɪt]
spoil,[spɔɪl]
spread,[spred]
stalk,[stɔːk]
stance,[stɑːns]
steer,[stɪər]
stem,[stem]
surmount,[səˈmaʊnt]
surround,[səˈraʊnd]
sway,[sweɪ]
swoop,[swuːp]
tangle,[ˈtæŋ.ɡəl]
thoroughly,[ˈθʌr.ə.li]
trace,[treɪs]
undertake,[ˌʌn.dəˈteɪk]
unearth,[ʌnˈɜːθ]
unify,[ˈjuː.nɪ.faɪ]
unlock,[ʌnˈlɒk]
varnish,[ˈvɑː.nɪʃ]
verdict,[ˈvɜː.dɪkt]
wield,[wiːld]
withstand,[wɪðˈstænd]
wrap,[ræp]
ban,[bæn]
burst,[bɜːst]
collapse,[kəˈlæps]
collide,[kəˈlaɪd]
complicate,[ˈkɒm.plɪ.keɪt]
confine,[kənˈfaɪn]
confront,[kənˈfrʌnt]
conspire,[kənˈspaɪər]
contend,[kənˈtend]
crush,[krʌʃ]
decrease,[dɪˈkriːs]
diminish,[dɪˈmɪn.ɪʃ]
disrupt,[dɪsˈrʌpt]
disturb,[dɪˈstɜːb]
dominate,[ˈdɒm.ɪ.neɪt]
endanger,[ɪnˈdeɪn.dʒər]
evade,[ɪˈveɪd]
hesitate,[ˈhez.ɪ.teɪt]
hinder,[ˈhɪn.dər]
illegal,[ɪˈliː.ɡəl]
intrude,[ɪnˈtruːd]
mess,[mes]
misdeed,[ˌmɪsˈdiːd]
obstruct,[əbˈstrʌkt]
omit,[əʊˈmɪt]
overdue,[ˌəʊ.vəˈdʒuː]
perish,[ˈper.ɪʃ]
prey,[preɪ]
recede,[rɪˈsiːd]
reduce,[rɪˈdʒuːs]
remove,[rɪˈmuːv]
repel,[rɪˈpel]
scatter,[ˈskæt.ər]
shatter,[ˈʃæt.ər]
sink,[sɪŋk]
smash,[smæʃ]
sneak,[sniːk]
spill,[spɪl]
squeeze,[skwiːz]
stun,[stʌn]
terminate,[ˈtɜː.mɪ.neɪt]
trespass,[ˈtres.pəs]
tumble,[ˈtʌm.bəl]
undo,[ʌnˈduː]
uproot,[ʌpˈruːt]
vanish,[ˈvæn.ɪʃ]
violation,[ˌvaɪ.əˈleɪ.ʃən]
withdraw,[wɪðˈdrɔː]
abundant,[əˈbʌn.dənt]
altitude,[ˈæl.tɪ.tʃuːd]
amazing,[əˈmeɪ.zɪŋ]
banner,[ˈbæn.ər]
breeze,[briːz]
brilliant,[ˈbrɪl.jənt]
broad,[brɔːd]
bulky,[ˈbʌl.ki]
chief,[tʃiːf]
cosmopolitan,[ˌkɒz.məˈpɒl.ɪ.tən]
decade,[ˈdek.eɪd]
deluxe,[dɪˈlʌks]
diverse,[daɪˈvɜːs]
draft,[drɑːft]
enormous,[ɪˈnɔː.məs]
entire,[N/A]
exceed,[N/A]
extraordinary,[ɪkˈstrɔː.dɪn.ər.i]
federal,[N/A]
fundamental,[ˌfʌn.dəˈmen.təl]
general,[N/A]
generous,[ˈdʒen.ər.əs]
gigantic,[ˌdʒaɪˈɡæn.tɪk]
gorgeous,[ˈɡɔː.dʒəs]
grandeur,[ˈɡræn.dʒər]
gross,[ɡrəʊs]
heap,[hiːp]
heavily,[ˈhev.əl.i]
immense,[ɪˈmens]
innumerable,[ɪˈnjuː.mər.ə.bəl]
literally,[ˈlɪt.ər.əl.i]
luxury,[ˈlʌk.ʃər.i]
main,[meɪn]
major,[ˈmeɪ.dʒər]
marvel,[ˈmɑː.vəl]
million,[ˈmɪl.jən]
multiple,[ˈmʌl.tɪ.pəl]
noble,[ˈnəʊ.bəl]
novel,[ˈnɒv.əl]
outline,[ˈaʊt.laɪn]
outstanding,[ˌaʊtˈstæn.dɪŋ]
period,[ˈpɪə.ri.əd]
plenty,[ˈplen.ti]
plethora,[ˈpleθ.ər.ə]
predominant,[prɪˈdɒm.ɪ.nənt]
prestigious,[presˈtɪdʒ.əs]
previous,[ˈpriː.vi.əs]
profound,[prəˈfaʊnd]
prominent,[ˈprɒm.ɪ.nənt]
recipient,[rɪˈsɪp.i.ənt]
renowned,[rɪˈnaʊnd]
slightly,[ˈslaɪt.li]
splendid,[ˈsplen.dɪd]
staggering,[ˈstæɡ.ər.ɪŋ]
sumptuous,[ˈsʌmp.tʃu.əs]
superb,[suːˈpɜːb]
supreme,[suːˈpriːm]
sweeping,[ˈswiː.pɪŋ]
terrific,[təˈrɪf.ɪk]
tremendous,[trɪˈmen.dəs]
unique,[juːˈniːk]
urgent,[ˈɜː.dʒənt]
utmonst,[/ˈkwɔː.tə.bæk/]
vast,[vɑːst]
vivid,[ˈvɪv.ɪd]
widespread,[ˌwaɪdˈspred]
agenda,[əˈdʒen.də]
analogy,[N/A]
announce,[əˈnaʊns]
banquet,[ˈbæŋ.kwɪt]
behalf,[N/A]
challenge,[N/A]
choir,[kwaɪər]
circumstance,[ˈsɜː.kəm.stɑːns]
compass,[ˈkʌm.pəs]
compose,[kəmˈpəʊz]
creed,[kriːd]
cue,[kjuː]
decree,[dɪˈkriː]
disclose,[dɪˈskləʊz]
dispatch,[dɪˈspætʃ]
explicit,[ɪkˈsplɪs.ɪt]
implication,[ˌɪm.plɪˈkeɪ.ʃən]
intricate,[ˈɪn.trɪ.kət]
loop,[luːp]
lyric,[ˈlɪr.ɪk]
metaphor,[ˈmet.ə.fɔːr]
monologue,[ˈmɒn.əl.ɒɡ]
overstate,[ˌəʊ.vəˈsteɪt]
peotry,[/ˈkwɔː.tə.bæk/]
postscipt,[/ˈkwɔː.tə.bæk/]
preface,[ˈpref.ɪs]
preview,[ˈpriː.vjuː]
quartet,[kwɔːˈtet]
subtle,[ˈsʌt.əl]
tragic,[ˈtrædʒ.ɪk]
acclaim,[əˈkleɪm]
adorable,[əˈdɔː.rə.bəl]
affirmative,[əˈfɜː.mə.tɪv]
aid,[eɪd]
appropriate,[əˈprəʊ.pri.ət]
authentic,[ɔːˈθen.tɪk]
available,[əˈveɪ.lə.bəl]
brisk,[brɪsk]
capable,[ˈkeɪ.pə.bəl]
credible,[ˈkred.ə.bəl]
decent,[ˈdiː.sənt]
delicious,[dɪˈlɪʃ.əs]
diligent,[ˈdɪl.ɪ.dʒənt]
discreet,[dɪˈskriːt]
dynamic,[daɪˈnæm.ɪk]
eager,[ˈiː.ɡər]
easygoing,[ˌiː.ziˈɡoʊ.ɪŋ]
effective,[ɪˈfek.tɪv]
efficient,[ɪˈfɪʃ.ənt]
elegant,[ˈel.ɪ.ɡənt]
eloquent,[ˈel.ə.kwənt]
exquisite,[ɪkˈskwɪz.ɪt]
fair,[feər]
familiar,[fəˈmɪl.i.ər]
flexible,[ˈflek.sə.bəl]
flourish,[ˈflʌr.ɪʃ]
fore,[fɔːr]
fragrant,[ˈfreɪ.ɡrənt]
gifted,[ˈɡɪf.tɪd]
indispensable,[ˌɪn.dɪˈspen.sə.bəl]
latest,[ˈleɪ.tɪst]
lean,[liːn]
meek,[miːk]
moderate,[ˈmɒd.ər.ət]
necessity,[nəˈses.ə.ti]
notable,[ˈnəʊ.tə.bəl]
outspoken,[ˌaʊtˈspəʊ.kən]
overcome,[ˌəʊ.vəˈkʌm]
poise,[pɔɪz]
popular,[ˈpɒp.jə.lər]
precious,[ˈpreʃ.əs]
priceless,[ˈpraɪs.ləs]
probably,[ˈprɒb.ə.bli]
progressive,[prəˈɡres.ɪv]
radiant,[ˈreɪ.di.ənt]
rapid,[ˈræp.ɪd]
rapture,[ˈræp.tʃər]
requisite,[ˈrek.wɪ.zɪt]
resolute,[ˈrez.ə.luːt]
secure,[sɪˈkjʊər]
solvent,[ˈsɒl.vənt]
sparkle,[ˈspɑː.kəl]
sturdy,[ˈstɜː.di]
suitable,[ˈsuː.tə.bəl]
tame,[teɪm]
telepathy,[təˈlep.ə.θi]
temperate,[ˈtem.pər.ət]
tranquil,[ˈtræŋ.kwɪl]
upcoming,[ˈʌpˌkʌm.ɪŋ]
upright,[ˈʌp.raɪt]
adverse,[ˈæd.vɜːs]
amoral,[ˌeɪˈmɒr.əl]
confuse,[kənˈfjuːz]
curse,[kɜːs]
defect,[ˈdiː.fekt]
denial,[dɪˈnaɪ.əl]
despair,[dɪˈspeər]
despise,[dɪˈspaɪz]
deterioration,[dɪˌtɪə.ri.əˈreɪ.ʃən]
disastrous,[dɪˈzɑː.strəs]
discriminate,[dɪˈskrɪm.ɪ.neɪt]
disharmony,[dɪsˈhɑː.mə.ni]
disobedient,[ˌdɪs.əˈbiː.di.ənt]
disorder,[dɪˈsɔː.dər]
doom,[duːm]
dreary,[ˈdrɪə.ri]
drudgery,[ˈdrʌdʒ.ər.i]
dusty,[ˈdʌs.ti]
embarrass,[ɪmˈbær.əs]
exclude,[ɪkˈskluːd]
frustrate,[frʌsˈtreɪt]
futile,[ˈfjuː.taɪl]
greed,[ɡriːd]
haste,[heɪst]
hazard,[ˈhæz.əd]
initially,[ɪˈnɪʃ.əl.i]
insult,[ˈɪn.sʌlt]
insurmountable,[ˌɪn.səˈmaʊn.tə.bəl]
lack,[læk]
mindlessly,[ˈmaɪnd.ləs.li]
misguided,[ˌmɪsˈɡaɪ.dɪd]
misleading,[ˌmɪsˈliː.dɪŋ]
monotonous,[məˈnɒt.ən.əs]
obstacle,[ˈɒb.stə.kəl]
ominous,[ˈɒm.ɪ.nəs]
outmoded,[ˌaʊtˈməʊ.dɪd]
pessimist,[ˈpes.ɪ.mɪst]
pitfall,[ˈpɪt.fɔːl]
proud,[praʊd]
rather,[ˈrɑː.ðər]
refrain,[rɪˈfreɪn]
regress,[rɪˈɡres]
rot,[rɒt]
rude,[ruːd]
sabotage,[ˈsæb.ə.tɑːʒ]
savage,[N/A]
selfish,[ˈsel.fɪʃ]
shortage,[ˈʃɔː.tɪdʒ]
sour,[saʊər]
strain,[streɪn]
stubborn,[ˈstʌb.ən]
suggestion,[səˈdʒes.tʃən]
trifle,[ˈtraɪ.fəl]
underprivileged,[ˌʌn.dəˈprɪv.əl.ɪdʒd]
unfit,[ʌnˈfɪt]
unmusical,[ˌʌnˈmjuː.zɪ.kəl]
untimely,[ʌnˈtaɪm.li]
vague,[veɪɡ]
vanity,[ˈvæn.ə.ti]
vicious,[ˈvɪʃ.əs]
violent,[ˈvaɪə.lənt]
vulgar,[ˈvʌl.ɡər]
wicked,[ˈwɪk.ɪd]
witch,[wɪtʃ]
withhold,[wɪðˈhəʊld]
wretched,[ˈretʃ.ɪd]
activate,[ˈæk.tɪ.veɪt]
aspect,[ˈæs.pekt]
browse,[braʊz]
collaborate,[kəˈlæb.ə.reɪt]
compress,[kəmˈpres]
comprise,[kəmˈpraɪz]
conflict,[ˈkɒn.flɪkt]
consider,[kənˈsɪd.ər]
correspond,[ˌkɒr.ɪˈspɒnd]
cultivate,[ˈkʌl.tɪ.veɪt]
depict,[dɪˈpɪkt]
derive,[dɪˈraɪv]
direct,[daɪˈrekt]
distinguish,[dɪˈstɪŋ.ɡwɪʃ]
elaborate,[iˈlæb.ər.ət]
generate,[ˈdʒen.ə.reɪt]
implore,[ɪmˈplɔːr]
insist,[ɪnˈsɪst]
interact,[ˌɪn.təˈrækt]
launch,[lɔːntʃ]
long,[lɒŋ]
manifest,[ˈmæn.ɪ.fest]
mutual,[ˈmjuː.tʃu.əl]
occur,[əˈkɜːr]
outlast,[ˌaʊtˈlɑːst]
plead,[pliːd]
prefer,[prɪˈfɜːr]
profess,[prəˈfes]
prone,[prəʊn]
recur,[rɪˈkɜːr]
shout,[ʃaʊt]
summon,[ˈsʌm.ən]
tense,[tens]
thrive,[θraɪv]
verify,[ˈver.ɪ.faɪ]
yield,[jiːld]
aim,[eɪm]
alike,[əˈlaɪk]
await,[əˈweɪt]
behold,[bɪˈhəʊld]
claim,[kleɪm]
courteous,[ˈkɜː.ti.əs]
demonstrate,[ˈdem.ən.streɪt]
disgrace,[dɪsˈɡreɪs]
engage,[ɪnˈɡeɪdʒ]
FALSE,[fɒls]
fancy,[ˈfæn.si]
fluent,[ˈfluː.ənt]
gaze,[ɡeɪz]
genuine,[ˈdʒen.ju.ɪn]
glance,[ɡlɑːns]
inaudible,[ɪˈnɔː.də.bəl]
loom,[luːm]
loyal,[ˈlɔɪ.əl]
meaningful,[ˈmiː.nɪŋ.fəl]
modest,[ˈmɒd.ɪst]
observe,[əbˈzɜːv]
obvious,[ˈɒb.vi.əs]
optimistic,[ˌɒp.tɪˈmɪs.tɪk]
overlook,[ˌəʊ.vəˈlʊk]
proficient,[prəˈfɪʃ.ənt]
realistic,[ˌrɪəˈlɪs.tɪk]
search,[sɜːtʃ]
seek,[siːk]
sensible,[ˈsen.sə.bəl]
share,[ʃeər]
significant,[sɪɡˈnɪf.ɪ.kənt]
spontaneous,[spɒnˈteɪ.ni.əs]
steady,[ˈsted.i]
stir,[stɜːr]
straightforward,[ˌstreɪtˈfɔː.wəd]
submit,[səbˈmɪt]
accelerate,[əkˈsel.ə.reɪt]
advance,[ədˈvɑːns]
arise,[əˈraɪz]
ascend,[əˈsend]
attach,[əˈtætʃ]
autograph,[ˈɔː.tə.ɡrɑːf]
avoid,[əˈvɔɪd]
charge,[tʃɑːdʒ]
chase,[tʃeɪs]
coexist,[ˌkoʊ·ɪɡˈzɪst]
commute,[kəˈmjuːt]
crawl,[krɔːl]
creep,[kriːp]
dare,[deər]
dedicate,[ˈded.ɪ.keɪt]
deed,[diːd]
devote,[dɪˈvəʊt]
differ,[ˈdɪf.ər]
discontinue,[ˌdɪs.kənˈtɪn.juː]
eject,[iˈdʒekt]
enable,[ɪˈneɪ.bəl]
endless,[ˈend.ləs]
enlist,[ɪnˈlɪst]
exert,[ɪɡˈzɜːt]
exile,[ˈek.saɪl]
foster,[ˈfɒs.tər]
fumble,[ˈfʌm.bəl]
gasp,[ɡɑːsp]
glide,[ɡlaɪd]
glow,[ɡləʊ]
grill,[ɡrɪl]
hail,[heɪl]
hitch,[hɪtʃ]
hop,[hɒp]
implement,[ˈɪm.plɪ.ment]
inaugurate,[ɪˈnɔː.ɡjə.reɪt]
inhabit,[ɪnˈhæb.ɪt]
instantaneously,[ˌɪn.stənˈteɪ.ni.əs.li]
interface,[N/A]
kneel,[niːl]
leap,[liːp]
lurk,[N/A]
martial,[ˈmɑː.ʃəl]
mischief,[ˈmɪs.tʃɪf]
mock,[mɒk]
movement,[ˈmuːv.mənt]
nibble,[ˈnɪb.l̩]
nimble,[ˈnɪm.bəl]
overtake,[ˌəʊ.vəˈteɪk]
pat,[pæt]
persist,[pəˈsɪst]
plunge,[plʌndʒ]
positive,[ˈpɒz.ə.tɪv]
refuse,[rɪˈfjuːz]
rescue,[ˈres.kjuː]
resume,[rɪˈzjuːm]
retrospect,[ˈret.rə.spekt]
settle,[ˈset.əl]
skid,[skɪd]
slumber,[ˈslʌm.bər]
soar,[sɔːr]
strangle,[ˈstræŋ.ɡəl]
stride,[straɪd]
stroke,[strəʊk]
struggle,[ˈstrʌɡ.əl]
stumble,[ˈstʌm.bəl]
subdue,[səbˈdʒuː]
suck,[sʌk]
tend,[tend]
track,[træk]
tread,[tred]
zoom,[zuːm]
acquaintanceship,[əˈkweɪn.təns.ʃɪp]
adequate,[ˈæd.ə.kwət]
amid,[əˈmɪd]
aside,[əˈsaɪd]
awkward,[ˈɔː.kwəd]
backward,[ˈbæk.wəd]
beneath,[bɪˈniːθ]
bold,[bəʊld]
civil,[ˈsɪv.əl]
clumsy,[ˈklʌm.zi]
colloquial,[kəˈləʊ.kwi.əl]
composure,[kəmˈpəʊ.ʒər]
confederate,[kənˈfed.ər.ət]
contemptuous,[kənˈtemp.tʃu.əs]
corrupt,[kəˈrʌpt]
creature,[ˈkriː.tʃər]
cunning,[ˈkʌn.ɪŋ]
deliberate,[dɪˈlɪb.ər.ət]
demon,[ˈdiː.mən]
despite,[dɪˈspaɪt]
dim,[dɪm]
exist,[ɪɡˈzɪst]
formal,[ˈfɔː.məl]
freezing,[ˈfriː.zɪŋ]
fruitless,[ˈfruːt.ləs]
glamorous,[ˈɡlæm.ər.əs]
habitat,[ˈhæb.ɪ.tæt]
heedless,[ˈhiːd.ləs]
ignoble,[ɪɡˈnəʊ.bəl]
inferior,[ɪnˈfɪə.ri.ər]
insolent,[ˈɪn.səl.ənt]
instinct,[ˈɪn.stɪŋkt]
loneliness,[ˈləʊn.li.nəs]
masculine,[ˈmæs.kjə.lɪn]
miser,[ˈmaɪ.zər]
naive,[naɪˈiːv]
nuisanc,[/ˈkwɔː.tə.bæk/]
obsolete,[ˌɒb.səlˈiːt]
odd,[ɒd]
outdated,[ˌaʊtˈdeɪ.tɪd]
outlandish,[ˌaʊtˈlæn.dɪʃ]
petty,[ˈpet.i]
primitive,[ˈprɪm.ɪ.tɪv]
queer,[kwɪər]
reckless,[ˈrek.ləs]
remote,[rɪˈməʊt]
rigid,[ˈrɪdʒ.ɪd]
ripe,[raɪp]
ruthless,[ˈruːθ.ləs]
seemingly,[ˈsiː.mɪŋ.li]
shabby,[ˈʃæb.i]
sihouette,[/ˈkwɔː.tə.bæk/]
strict,[strɪkt]
vulnerable,[ˈvʌl.nər.ə.bəl]
allocate,[ˈæl.ə.keɪt]
billion,[ˈbɪl.jən]
brought,[brɔːt]
burglary,[ˈbɜː.ɡlər.i]
chivalry,[ˈʃɪv.əl.ri]
confucian,[kənˈfjuː.ʃən]
deflect,[dɪˈflekt]
dew,[dʒuː]
dust,[dʌst]
facility,[fəˈsɪl.ə.ti]
feature,[ˈfiː.tʃər]
fiction,[ˈfɪk.ʃən]
foe,[fəʊ]
gear,[ɡɪər]
gender,[ˈdʒen.dər]
generalize,[ˈdʒen.ər.əl.aɪz]
hardship,[ˈhɑːd.ʃɪp]
hence,[hens]
hoop,[huːp]
ignore,[ɪɡˈnɔːr]
impress,[ɪmˈpres]
infinite,[ˈɪn.fɪ.nət]
involve,[ɪnˈvɒlv]
